ko	description	ptw_count
K07718	two-component system, sensor histidine kinase YesM [EC:2.7.13.3]	1
K07719	two-component system, response regulator YcbB	1
K07720	two-component system, response regulator YesN	1
K07721	ArsR family transcriptional regulator	0
K07722	CopG family transcriptional regulator, nickel-responsive regulator	0
K07723	CopG family transcriptional regulator / antitoxin EndoAI	0
K07724	Ner family transcriptional regulator	0
K07725	CRISPR-associated protein Csa3	0
K07726	putative transcriptional regulator	0
K07727	putative transcriptional regulator	0
K07728	putative transcriptional regulator	0
K07729	putative transcriptional regulator	0
K07730	putative transcriptional regulator	0
K07731	putative transcriptional regulator	0
K07732	riboflavin kinase, archaea type [EC:2.7.1.161]	2
K07733	prophage regulatory protein	0
K07734	transcriptional regulator	0
K07735	putative transcriptional regulator	0
K07736	CarD family transcriptional regulator	0
K07738	transcriptional repressor NrdR	0
K07739	elongator complex protein 3 [EC:2.3.1.48]	0
K07740	regulator of sigma D	0
K07741	anti-repressor protein	0
K07742	uncharacterized protein	0
K07743	transcriptional regulator	0
K07744	transcriptional regulator	0
K07745	transcriptional regulator	0
K07746	antitoxin ParD1/3/4	0
K07747	beta-site APP-cleaving enzyme 2 (memapsin 1) [EC:3.4.23.45]	1
K07748	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.170]	3
K07749	formyl-CoA transferase [EC:2.8.3.16]	0
K07750	methylsterol monooxygenase [EC:1.14.18.9]	3
K07751	PepB aminopeptidase [EC:3.4.11.23]	2
K07752	carboxypeptidase D [EC:3.4.17.22]	0
K07753	peroxisomal trans-2-enoyl-CoA reductase [EC:1.3.1.38]	3
K07754	thyroxine 5-deiodinase [EC:1.21.99.3]	1
K07755	arsenite methyltransferase [EC:2.1.1.137]	0
K07756	inositol-hexakisphosphate 5-kinase [EC:2.7.4.21]	2
K07757	sugar-phosphatase [EC:3.1.3.23]	0
K07758	pyridoxal phosphatase [EC:3.1.3.74]	2
K07759	poly(ADP-ribose) glycohydrolase [EC:3.2.1.143]	0
K07760	cyclin-dependent kinase [EC:2.7.11.22]	0
K07761	metalloendoproteinase 5-MMP [EC:3.4.24.-]	0
K07762	pappalysin-1 [EC:3.4.24.79]	0
K07763	matrix metalloproteinase-14 (membrane-inserted) [EC:3.4.24.80]	3
K07764	a disintegrin and metalloproteinase with thrombospondin motifs 4 [EC:3.4.24.82]	0
K07765	S2P endopeptidase [EC:3.4.24.85]	1
K07766	diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52]	0
K07767	katanin p60 ATPase-containing subunit A1 [EC:3.6.4.3]	0
K07768	two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]	1
K07769	two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]	1
K07770	two-component system, OmpR family, response regulator CssR	1
K07771	two-component system, OmpR family, response regulator BasR	2
K07772	two-component system, OmpR family, torCAD operon response regulator TorR	1
K07773	two-component system, OmpR family, aerobic respiration control protein ArcA	2
K07774	two-component system, OmpR family, response regulator TctD	1
K07775	two-component system, OmpR family, response regulator ResD	1
K07776	two-component system, OmpR family, response regulator RegX3	1
K07777	two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]	1
K07778	two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]	1
K07779	chondroitin 4-sulfotransferase 13 [EC:2.8.2.5]	1
K07780	AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes	1
K07781	LuxR family transcriptional regulator, capsular biosynthesis positive transcription factor	3
K07782	LuxR family transcriptional regulator, quorum-sensing system regulator SdiA	3
K07783	MFS transporter, OPA family, sugar phosphate sensor protein UhpC	1
K07784	MFS transporter, OPA family, hexose phosphate transport protein UhpT	1
K07785	MFS transporter, NRE family, putaive nickel resistance protein	1
K07786	MFS transporter, DHA2 family, multidrug resistance protein	1
K07787	Cu(I)/Ag(I) efflux system membrane protein CusA/SilA	1
K07788	multidrug efflux pump	1
K07789	multidrug efflux pump	1
K07790	putative membrane protein PagO	1
K07791	anaerobic C4-dicarboxylate transporter DcuA	0
K07792	anaerobic C4-dicarboxylate transporter DcuB	1
K07793	putative tricarboxylic transport membrane protein	1
K07794	putative tricarboxylic transport membrane protein	1
K07795	putative tricarboxylic transport membrane protein	1
K07796	outer membrane protein, Cu(I)/Ag(I) efflux system	1
K07797	multidrug resistance protein K	1
K07798	membrane fusion protein, Cu(I)/Ag(I) efflux system	1
K07799	membrane fusion protein, multidrug efflux system	1
K07800	AgrD protein	2
K07801	PhoPQ-activated protein	1
K07802	trp operon leader peptide	0
K07803	zinc resistance-associated protein	1
K07804	putatice virulence related protein PagC	1
K07805	putative membrane protein PagD	1
K07806	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	3
K07807	uncharacterized protein	0
K07808	[heparan sulfate]-glucosamine 3-sulfotransferase 2 [EC:2.8.2.29]	1
K07809	[heparan sulfate]-glucosamine 3-sulfotransferase 3 [EC:2.8.2.30]	1
K07810	Cu(I)/Ag(I) efflux system periplasmic protein CusF	1
K07811	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	1
K07812	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	0
K07813	accessory gene regulator B	2
K07814	putative two-component system response regulator	0
K07816	putative GTP pyrophosphokinase [EC:2.7.6.5]	1
K07817	receptor-type tyrosine-protein phosphatase N [EC:3.1.3.48]	1
K07818	perforin 1	7
K07819	beta-1,3-galactosyltransferase 1 [EC:2.4.1.86]	2
K07820	beta-1,3-galactosyltransferase 2 [EC:2.4.1.86]	2
K07821	trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY	0
K07822	archaeal flagellar protein FlaC	0
K07823	3-oxoadipyl-CoA thiolase [EC:2.3.1.174]	2
K07824	benzoate 4-monooxygenase [EC:1.14.13.12]	5
K07825	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	18
K07826	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	17
K07827	GTPase KRas	78
K07828	GTPase NRas	71
K07829	Ras-related protein R-Ras	14
K07830	Ras-related protein R-Ras2	12
K07831	Ras-related protein M-Ras	12
K07832	Ras-like without CAAX 1	0
K07833	Ras-like without CAAX 2	0
K07834	Ras-related protein Ral-A	6
K07835	Ras-related protein Ral-B	6
K07836	Ras-related protein Rap-1B	13
K07837	Ras-related protein Rap-2A	0
K07838	Ras-related protein Rap-2B	0
K07839	Ras-related protein Rap-2C	1
K07840	DIRAS family, GTP-binding Ras-like 1	0
K07841	DIRAS family, GTP-binding Ras-like 2	0
K07842	DIRAS family, GTP-binding Ras-like 3	0
K07843	RAS, dexamethasone-induced Ras-related protein 1	2
K07844	RASD family, member 2	0
K07845	Ras-related associated with diabetes	0
K07846	GTP binding protein overexpressed in skeletal muscle	0
K07847	Rad and Gem related GTP binding protein 1	0
K07848	Rad and Gem related GTP binding protein 2	0
K07849	Ras homolog enriched in brain like 1	0
K07850	Ras-like protein family member 10A	0
K07851	Ras-like protein family member 10B	0
K07852	Ras-like protein family member 11A	0
K07853	Ras-like protein family member 11B	0
K07854	Ras-like protein family member 12	0
K07855	Ras-related and estrogen-regulated growth inhibitor	0
K07856	Ras homolog gene family, member B	0
K07857	Ras homolog gene family, member C	0
K07858	Rho family GTPase 2	0
K07859	Rho family GTPase 3	0
K07860	Ras-related C3 botulinum toxin substrate 2	24
K07861	Ras-related C3 botulinum toxin substrate 3	21
K07862	serine/threonine transporter	0
K07863	Ras homolog gene family, member G	3
K07864	Ras homolog gene family, member J	0
K07865	Ras homolog gene family, member U	0
K07866	Ras homolog gene family, member V	0
K07868	Rho-related BTB domain-containing protein 1/2	1
K07869	Rho-related BTB domain-containing protein 3	0
K07870	mitochondrial Rho GTPase 1 [EC:3.6.5.-]	2
K07871	mitochondrial Rho GTPase 2 [EC:3.6.5.-]	1
K07872	Ras homolog gene family, member F	0
K07873	Ras homolog gene family, member H	1
K07874	Ras-related protein Rab-1A	1
K07875	Ras-related protein Rab-1B	1
K07876	Ras-related protein Rab-35	1
K07877	Ras-related protein Rab-2A	1
K07878	Ras-related protein Rab-2B	0
K07879	Ras-related protein Rab-4A	1
K07880	Ras-related protein Rab-4B	0
K07881	Ras-related protein Rab-14	1
K07882	Ras-related protein Rab-3A	2
K07883	Ras-related protein Rab-3C	0
K07884	Ras-related protein Rab-3D	1
K07885	Ras-related protein Rab-27A	0
K07886	Ras-related protein Rab-27B	1
K07887	Ras-related protein Rab-5A	7
K07888	Ras-related protein Rab-5B	6
K07889	Ras-related protein Rab-5C	6
K07890	Ras-related protein Rab-21	0
K07891	Ras-related protein Rab-22	1
K07893	Ras-related protein Rab-6A	0
K07894	Ras-related protein Rab-6B	0
K07895	Ras-related protein Rab-6C	0
K07896	Ras-related protein Rab-41	0
K07897	Ras-related protein Rab-7A	8
K07898	Ras-related protein Rab-7B	5
K07899	Ras-related protein Rab-9A	1
K07900	Ras-related protein Rab-9B	1
K07901	Ras-related protein Rab-8A	4
K07902	Ras-related protein Rab-8B	1
K07903	Ras-related protein Rab-10	2
K07904	Ras-related protein Rab-11A	4
K07905	Ras-related protein Rab-11B	3
K07906	Ras-related protein Rab-25	0
K07907	Ras-related protein Rab-12	0
K07908	Ras-related protein Rab-15	0
K07909	Ras-related protein Rab-17	0
K07910	Ras-related protein Rab-18	0
K07911	Ras-related protein Rab-20	0
K07912	Ras-related protein Rab-24	0
K07913	Ras-related protein Rab-26	0
K07914	Ras-related protein Rab-37	0
K07915	Ras-related protein Rab-28	0
K07916	Ras-related protein Rab-7L1	0
K07917	Ras-related protein Rab-30	0
K07918	Ras-related protein Rab-32	0
K07919	Ras-related protein Rab-33A	0
K07920	Ras-related protein Rab-33B	1
K07921	Ras-related protein Rab-34	0
K07922	Ras-related protein Rab-36	0
K07923	Ras-related protein Rab-38	0
K07924	Ras-related protein Rab-39A	0
K07925	Ras-related protein Rab-39B	0
K07928	Ras-related protein Rab-40	0
K07929	Ras-related protein Rab-42	0
K07930	Ras-related protein Rab-43	0
K07931	Rab-like protein 2	0
K07933	Rab-like protein 3	0
K07934	intraflagellar transport protein 27	0
K07935	intraflagellar transport protein 22	0
K07936	GTP-binding nuclear protein Ran	4
K07937	ADP-ribosylation factor 1	4
K07938	ADP-ribosylation factor 3	1
K07939	ADP-ribosylation factor 4	0
K07940	ADP-ribosylation factor 5	1
K07941	ADP-ribosylation factor 6	4
K07942	ADP-ribosylation factor-like protein 1	0
K07943	ADP-ribosylation factor-like protein 2	0
K07944	ADP-ribosylation factor-like protein 3	0
K07945	ADP-ribosylation factor-like protein 4	0
K07949	ADP-ribosylation factor-like protein 5A	0
K07950	ADP-ribosylation factor-like protein 5B	0
K07951	ADP-ribosylation factor-like protein 6	0
K07952	ADP-ribosylation factor related protein 1	0
K07953	GTP-binding protein SAR1 [EC:3.6.5.-]	2
K07955	ADP-ribosylation factor-like protein 8	0
K07957	ADP-ribosylation factor-like protein 9	0
K07958	ADP-ribosylation factor-like protein 10	0
K07959	ADP-ribosylation factor-like protein 11	0
K07960	ADP-ribosylation factor-like protein 12	0
K07961	ADP-ribosylation factor-like protein 13	0
K07962	ADP-ribosylation factor-like protein 13B	0
K07963	tripartite motif-containing protein 23 [EC:2.3.2.27]	0
K07964	heparanase [EC:3.2.1.166]	3
K07965	heparanase 2 [EC:3.2.1.-]	3
K07966	beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]	8
K07967	beta-1,4-galactosyltransferase 2 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-]	8
K07968	beta-1,4-galactosyltransferase 3 [EC:2.4.1.90 2.4.1.38 2.4.1.-]	7
K07969	beta-1,4-galactosyltransferase 4 [EC:2.4.1.90 2.4.1.275 2.4.1.-]	3
K07970	beta-1,3-N-acetylglucosaminyltransferase 3 [EC:2.4.1.146 2.4.1.149]	2
K07971	beta-1,3-N-acetylglucosaminyltransferase 4 [EC:2.4.1.149]	2
K07972	guanine nucleotide-binding protein subunit beta, other	1
K07973	guanine nucleotide-binding protein subunit gamma, other	1
K07975	Rho family, other	0
K07976	Rab family, other	0
K07977	Arf/Sar family, other	0
K07978	GntR family transcriptional regulator	0
K07979	GntR family transcriptional regulator	0
K07980	killer cell immunoglobulin-like receptor 3DL	1
K07981	killer cell immunoglobulin-like receptor 2DL	3
K07982	killer cell immunoglobulin-like receptor 2DS	2
K07983	high affinity immunoglobulin epsilon receptor subunit gamma	8
K07984	SH3-domain binding protein 2	1
K07985	MHC class I-related protein	1
K07986	UL16 binding protein	1
K07987	retinoic acid early transcript 1	1
K07988	hematopoietic cell signal transducer	1
K07989	EWS/FLI1 activated transcript 2	1
K07990	SH2 domain protein 1A	2
K07991	archaeal preflagellin peptidase FlaK [EC:3.4.23.52]	0
K07992	TYRO protein tyrosine kinase binding protein	2
K07993	matrix metalloproteinase-11 (stromelysin 3) [EC:3.4.24.-]	0
K07994	matrix metalloproteinase-13 (collagenase 3) [EC:3.4.24.-]	3
K07995	matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]	1
K07996	matrix metalloproteinase-16 (membrane-inserted) [EC:3.4.24.-]	2
K07997	matrix metalloproteinase-17 (membrane-inserted) [EC:3.4.24.-]	1
K07998	matrix metalloproteinase-19 (RASI) [EC:3.4.24.-]	0
K07999	matrix metalloproteinase-20 (enamelysin) [EC:3.4.24.-]	0
K08000	matrix metalloproteinase-21 [EC:3.4.24.-]	0
K08001	matrix metalloproteinase-23 (CA-MMP) [EC:3.4.24.-]	0
K08002	matrix metalloproteinase-24 (membrane-inserted) [EC:3.4.24.-]	1
K08003	matrix metalloproteinase-25 (membrane-inserted) [EC:3.4.24.-]	1
K08004	matrix metalloproteinase-26 (matrilysin-2, endometase) [EC:3.4.24.-]	0
K08005	matrix metalloproteinase-27 [EC:3.4.24.-]	0
K08006	matrix metalloproteinase-28 (epilysin) [EC:3.4.24.-]	0
K08007	villin 2 (ezrin)	7
K08008	NADPH oxidase 1	3
K08009	cytochrome b-245, alpha polypeptide	6
K08010	neutrophil cytosolic factor 2	5
K08011	neutrophil cytosolic factor 1	7
K08012	neutrophil cytosolic factor 4	4
K08013	signal-induced proliferation-associated gene 1	2
K08014	Rap guanine nucleotide exchange factor 3	7
K08015	Ras association domain-containing protein 5	6
K08016	tyrosine-protein kinase TXK [EC:2.7.10.2]	1
K08017	advillin	0
K08018	Rap guanine nucleotide exchange factor 2	3
K08019	Rap guanine nucleotide exchange factor 5	2
K08020	Rap guanine nucleotide exchange factor 6	2
K08021	arachidonate 12-lipoxygenase (R-type) [EC:1.13.11.-]	3
K08022	arachidonate 15-lipoxygenase (second type) / 8-lipoxygenase (S-type) [EC:1.13.11.33 1.13.11.-]	3
K08023	latent transforming growth factor beta binding protein 2/3/4	0
K08024	homeobox protein HEX	2
K08025	homeobox protein HB9	1
K08026	one cut domain, family member 1, hepatocyte nuclear factor 6	2
K08027	nuclear receptor subfamily 5 group A member 2	1
K08028	neurogenin 3	1
K08029	homeobox protein Nkx-2.2	1
K08030	homeobox protein Nkx-6.1	1
K08031	paired box protein 6	2
K08032	paired box protein 4	1
K08033	neurogenic differentiation factor 1	1
K08034	transcription factor 2, hepatocyte nuclear factor 1-beta	1
K08035	forkhead box protein A2, hepatocyte nuclear factor 3-beta	3
K08036	transcription factor 1, hepatocyte nuclear factor 1-alpha	2
K08037	hepatocyte nuclear factor 4-gamma	1
K08038	forkhead box protein A3, hepatocyte nuclear factor 3-gamma	1
K08039	islet amyloid polypeptide	1
K08040	class B basic helix-loop-helix protein 8	1
K08041	adenylate cyclase 1 [EC:4.6.1.1]	49
K08042	adenylate cyclase 2 [EC:4.6.1.1]	47
K08043	adenylate cyclase 3 [EC:4.6.1.1]	49
K08044	adenylate cyclase 4 [EC:4.6.1.1]	47
K08045	adenylate cyclase 5 [EC:4.6.1.1]	52
K08046	adenylate cyclase 6 [EC:4.6.1.1]	49
K08047	adenylate cyclase 7 [EC:4.6.1.1]	46
K08048	adenylate cyclase 8 [EC:4.6.1.1]	48
K08049	adenylate cyclase 9 [EC:4.6.1.1]	49
K08050	protein phosphatase 1 regulatory subunit 1A	2
K08051	pleckstrin homology domain containing family A member 8	0
K08052	neurofibromin 1	3
K08053	Ras GTPase-activating protein 2	3
K08054	calnexin	5
K08055	beta-2-microglobulin	2
K08056	protein disulfide isomerase family A, member 3 [EC:5.3.4.1]	3
K08057	calreticulin	6
K08058	TAP binding protein (tapasin)	2
K08059	interferon, gamma-inducible protein 30	1
K08060	class II, major histocompatibility complex, transactivator	5
K08061	regulatory factor X 5	3
K08062	regulatory factor X-associated ankyrin-containing protein	3
K08063	regulatory factor X-associated protein	3
K08064	nuclear transcription factor Y, alpha	2
K08065	nuclear transcription Y subunit beta	3
K08066	nuclear transcription factor Y, gamma	2
K08067	protein phosphatase 1 regulatory subunit 17	1
K08068	UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]	1
K08069	pantetheine hydrolase [EC:3.5.1.92]	1
K08070	2-alkenal reductase [EC:1.3.1.74]	0
K08071	ribosyldihydronicotinamide dehydrogenase (quinone) [EC:1.10.5.1]	0
K08073	bifunctional polynucleotide phosphatase/kinase [EC:3.1.3.32 2.7.1.78]	0
K08074	ADP-dependent glucokinase [EC:2.7.1.147]	5
K08075	polynucleotide 3-phosphatase [EC:3.1.3.32]	0
K08076	astacin [EC:3.4.24.21]	0
K08077	UDP-sugar diphosphatase [EC:3.6.1.45]	0
K08080	CMP-N-acetylneuraminate monooxygenase [EC:1.14.18.2]	1
K08081	tropinone reductase I [EC:1.1.1.206]	3
K08082	two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]	1
K08083	two-component system, LytTR family, response regulator AlgR	1
K08084	type IV fimbrial biogenesis protein FimT	0
K08085	type IV fimbrial biogenesis protein FimU	0
K08086	pilus assembly protein FimV	0
K08087	fimbrial protein FimW	0
K08088	fimbrial protein FimY	0
K08089	high affinity immunoglobulin epsilon receptor subunit alpha	4
K08090	high affinity immunoglobulin epsilon receptor subunit beta	4
K08091	growth factor receptor bound protein 2-associated protein 2	7
K08092	3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]	2
K08093	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	6
K08094	6-phospho-3-hexuloisomerase [EC:5.3.1.27]	6
K08095	cutinase [EC:3.1.1.74]	0
K08096	GTP cyclohydrolase IIa [EC:3.5.4.29]	2
K08097	phosphosulfolactate synthase [EC:4.4.1.19]	2
K08098	phosphatidylinositol glycan, class Z [EC:2.4.1.-]	1
K08099	chlorophyllase [EC:3.1.1.14]	3
K08100	bilirubin oxidase [EC:1.3.3.5]	2
